FirstName,LastName,Position,District,Party,City,MadisonOffice,Telephones,Fax,DistrictPhone,Email,VotingAddress,Staff,Committees,Biography
Edward,Brooks,,50,R,Reedsburg,"Room 20 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-8531, (877) 947-0050",(608) 282-3650,,Rep.Brooks,"S 4311 Grote Hill Rd.\nReedsburg, WI 53959","John Flynn, Kathryn Heitman, Jeff Schultz",Committee on Agriculture\nCommittee on Corrections\nCommittee on Interstate Affairs\nCommittee on Mining and Rural Development\nCommittee on Urban and Local Affairs (Chair),"Born Baraboo, July 1, 1942; married; 3 children, 5 grandchildren.  Graduate Webb H.S. (Reedsburg) 1960; B.S. agricultural economics UW-Madison 1965.  Farmer.  Former co. sup. f/USDA, FmHA, loan officer f/PCA Madison.  Served in U.S. Army Reserve 1965-71.  Member: Wis. Fed. of Co-ops (fmr. chairman); Wis. Farm Bureau; American Legion Post 350.  Former member: C.A.L.S. B.O.V.; Endeavor 4-H Club (leader); St. John Lutheran Church (past pres. church council).  Recipient: Dairy Business Assn. Legislative Excellence Award 2014; American Conservative Union Defender of Liberty 2013-14; Wis. Electric Cooperative's Enlightened Legislator of the Year Award 2014; Wis. Academy of Family Physicians Friend of Family Medicine 2013-14; Wis. Counties Assn. Outstanding Legislator Award 2013-14; Friend of Cooperatives 2012; Associated Builders and Contractors Building Wisconsin Award 2014; Wis. Town Assn. Friend of Wisconsin Towns 2014, 2011; WMC Working for Wisconsin Award 2013-14, 2011-12; Friend of Education 1998; Friend of Extension.  Town supervisor 1979-1985; town chairman 1985-present.\nElected to Assembly 2008; reelected since 2010.   Member of Midwest Interstate Passenger Rail Commission",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1283,
Robert,Brooks,,60,R,Saukville,"Room 107 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 267-2369, (888) 534-0060",(608) 282-3660,,Rep.Rob.Brooks,"204 E. Dekora St.\nSaukville, WI 53080","Darla Flemming, Erik Kanter;Erik.Kanter2, Dan Perchinsky, Christopher Schaefer",Committee on Aging and Long-Term Care\nCommittee on Children and Families\nCommittee on Colleges and Universities (Vice-Chair)\nCommittee on Education\nCommittee on Environment and Forestry\nCommittee on Housing and Real Estate\nLegislative Council Study Committee on the Preservation of Burial Sites (Vice-Chair),"Born Rockford, Ill., July 13, 1965; married; 2 children.  Graduate Orfordville Parkview H.S. 1983; attended UW-La Crosse 1983-86.  Real estate broker since 1990, restaurant/tavern owner.  Former member: Stars and Stripes Honor Flight (bd. of dir.); Wis. County Mutual (bd. of dir.); Wis. Board of Realtors; Ozaukee Co. Tavern League (bd. of dir.).  Southeastern Wis. Regional Planning Comn.  Ozaukee Co. Board 2000-14.\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1347,http://legis.wisconsin.gov/assembly/60/brooks
Jonathan,Brostoff,,19,D,Milwaukee,"Room 3 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-0650, (888) 534-0019",(608) 282-3619,,Rep.Brostoff,"920 E. Pleasant #2\nMilwaukee, WI 53212",Rebecca Frank,Committee on Aging and Long-Term Care\nCommittee on Financial Institutions\nCommittee on Mental Health Reform\nCommittee on State Affairs and Government Operations\nCommittee on Ways and Means\nSpeaker's Task Force on Alzheimer's and Dementia,"Born September 25, 1983; married.  B.A. political science UW-Milwaukee 2011.  Full-time legislator.  Former district director for Sen. Larson, backup shift supervisor - Pathfinders; program director, SDC Family Support Center; public ally, Americorps; volunteer, Street Beat, Big Brothers, Big Sisters, Casa Maria.  Member: Democratic Party of Milwaukee Co. (bd. mbr.); Bay View Neighborhood Assn.; Historic Water Tower Neighborhood Assn.; Planned Parenthood; Urban Ecology Center.  Former member: ACLU-Wisconsin (bd. mbr.); Tikkun Ha-Ir (bd. mbr.).\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1343,http://legis.wisconsin.gov/assembly/19/brostoff
Dave,Considine,,81,D,Baraboo,"Room 412 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-7746, (888) 534-0081",(608) 282-3681,,Rep.Considine,"N6194 Breezy Hill Rd.\nBaraboo, WI 53913",Grace Colas,Committee on Agriculture\nCommittee on Education\nCommittee on Environment and Forestry\nCommittee on Mental Health Reform\nCommittee on Mining and Rural Development\nLegislative Council Study Committee on the Preservation of Burial Sites,"Born Janesville, March 29, 1953; married; 5 children.  Graduate Mukwonago Union H.S. 1970; B.S. education UW-Whitewater 1974; certificate in EBD UW-Madison 1990; M.A. education Viterbo U. 2005; certificates - instructor certificate, autism spectrum, and enhanced verbal skills, Crisis Prevention Institute (Milwaukee) 2008, 2010, 2013.  Full-time legislator.  Former dairy goat farmer, special education teacher.  Member: St. John's Episcopal Church (worship leader); Columbia Co. Democratic Party; Pheasants Forever; Ducks Unlimited.  Former member: Baraboo Education Assn. (pres.); American Dairy Goat Assn. (judge); Wisconsin Dairy Goat Assn. (pres.); Crisis Prevention Institute (instructor).\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1359,http://legis.wisconsin.gov/assembly/81/considine
Mary,Czaja,,35,R,Irma,Room 321 East\nState Capitol\nP.O. Box 8952\nMadison WI 53708,"(608) 266-7694, (888) 534-0035",(608) 282-3635,,Rep.Czaja,"W4587 Hwy S Apt. A\nIrma, WI 54442",Elisabeth Portz,Committee on Environment and Forestry\nCommittee on Finance\nJoint Committee on Finance\nSpeaker's Task Force on Alzheimer's and Dementia\nSpeaker's Task Force on Urban Education,"Born Tomahawk, September 25, 1963; 4 children.  Graduate Tomahawk H.S. 1981; B.S. in finance and economics UW-River Falls 1986.  Insurance agency owner.  Member: Tomahawk Main St. Inc. (fmr. pres.); Tomahawk Regional Chamber of Commerce; Tomahawk Child Care (fmr. pres.); National Alliance for Insurance Education and Research (bd. mbr.); NRA (lifetime mbr.).  Former member: Professional Insurance Agents of Wis. (secy., treas., vice pres., pres., national dir.).\nElected to Assembly 2012; reelected 2014.Member of Claims Board",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1268,http://legis.wisconsin.gov/assembly/czaja
Chris,Danou,,92,D,Trempealeau,"Room 107 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-7015, (888) 534-0092",(608) 282-3692,,Rep.Danou,"23951 8th Street\nTrempealeau, WI 54661",Kelley Flury,Committee on Agriculture\nCommittee on Insurance\nCommittee on Mining and Rural Development\nCommittee on Natural Resources and Sporting Heritage\nCommittee on Transportation,"Born Bloomington, IL, 1967; married; 2 children.  Graduate Columbus H.S. (Marshfield) 1985; A.A. UW-Marshfield/Wood Co. 1987; B.A. with distinction UW-Madison 1989; M.A. international affairs The American U. (Washington, D.C.) 1991; M.S. natural resources UW-Stevens Point 1997.  Full-time legislator.  Former police officer, City of Onalaska.  Member: Wis. Farm Bureau Fed.; Ducks Unlimited; National Farmers Union; Pheasants Forever; Trout Unlimited; The Nature Conservancy.  Former member: Onalaska Professional Police Assn. (pres.); Wis. Professional Police Assn; Wis. Crime Victims Council.  Recipient: Wisconsin Professional Police Association Legislator of the Year 2009-10; Friend of Grocers 2012, 2010.  UW-Stevens Point College of Natural Resources Advisory Committee.  \nElected to Assembly 2008; reelected since 2010.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1325,http://legis.wisconsin.gov/assembly/danou
Steve,Doyle,,94,D,Onalaska,"Room 124 North\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-0631, (888) 534-0094",(608) 282-3694,,Rep.Doyle,"N5525 Hauser Rd.\nOnalaska, WI 54650","Margie Berkowitz, Lori Whitmore",Committee on Financial Institutions\nCommittee on Insurance\nCommittee on Small Business Development\nCommittee on Tourism\nJoint Review Committee on Criminal Penalties,"Born La Crosse, May 21, 1958; married; 2 children.  Graduate Aquinas H.S. 1976; B.A. UW-La Crosse 1980; J.D. U. of Wisconsin Law School 1986.  Attorney.  Former instructor, UW-La Crosse.  Former member: Family Resource Center (bd. mbr.); Family and Childrens Center (bd. mbr.); Coulee Region Humane Society (bd. mbr., pres.).  La Crosse Co. Bd. 1986-present (chairperson 2002-11).\nElected to Assembly in May 2011 special election; reelected since 2012.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1327,http://legis.wisconsin.gov/assembly/94/doyle
James,Edming,,87,R,Glen Flora,"Room 109 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-7506, (888) 534-0087",(608) 282-3687,,Rep.Edming,"N4998 Edming Rd.\nGlen Flora, WI 54526",Tyler Longsine,Committee on Environment and Forestry\nCommittee on Health\nCommittee on Natural Resources and Sporting Heritage\nCommittee on Small Business Development (Vice-Chair)\nCommittee on Veterans and Military Affairs\nSpecial Committee on State-Tribal Relations,"Born Ladysmith, November 22, 1945; married; 3 sons, 2 granddaughters, 1 great granddaughter.  Graduate Flambeau H.S. (Tony) 1964; teacher's certificate Taylor Co. Teacher's Coll. 1967; attended UW-Superior, UW-Eau Claire, UW-Menomonie, UW-Barron Co.  Convenience store owner, metal stamping co. owner, farmer.  Former frozen pizza manufacturer.  Member: 3rd degree Master Mason; 32nd degree Scottish Rite; Shriner; NRA (gun instructor); Model T Ford Club.  Rusk Co. Hospital Bd. 1980-82, 2010-present.  Rusk Co. Bd. of Supervisors 1976-87.\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1360,http://legis.wisconsin.gov/assembly/87/edming
Bob,Gannon,,58,R,West Bend,"Room 12 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 264-8486, (888) 534-0058",(608) 282-3658,,Rep.Gannon,"5604 W. Lake Drive\nWest Bend, WI 53095",William Sasse,Committee on Children and Families (Vice-Chair)\nCommittee on Corrections\nCommittee on Insurance\nCommittee on Small Business Development\nCommittee on State Affairs and Government Operations,"Born Mequon, January 1, 1959; married; 2 children.  Graduate West Bend East H.S. 1977; attended various colleges and vocational courses.  Owner, independent insurance agency, hotel and investment property.  Member: West Bend Sunrise Rotary (fmr. pres.); Family Promise of Washington Co. (fmr. pres.); West Bend Economic Development (fmr. vice pres.); Still Waters United Methodist; Independent Insurance Agents of Wis.; Professional Insurance Agents of Wis.; NRA; West Bend Chamber of Commerce (fmr. pres.).  Former member: West Bend Jaycees (pres.); Washington Co. Youth Hockey Assn. (pres.).\nElected to Assembly 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1353,http://legis.wisconsin.gov/assembly/58/gannon
Eric,Genrich,,90,D,Green Bay,"Room 304 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-0616, (888) 534-0090",(608) 282-3690,,Rep.Genrich,"1089 Division Street\nGreen Bay, WI 54303","Sean Kennedy;Sean.Kennedy2, Steve Peters",Committee on Education\nCommittee on Energy and Utilities\nCommittee on Financial Institutions\nCommittee on Housing and Real Estate\nCommittee on Urban and Local Affairs\nJoint Committee on Information Policy and Technology\nLegislative Council Study Committee on Publication of Government Documents and Legal Notices\nSpeaker's Task Force on Urban Education,"Born Green Bay, October 8, 1979; married; 2 children.  Graduate Notre Dame Academy 1998; B.A. UW-Madison 2002; MLIS UW-Milwaukee 2010.  Full-time legislator.  Former librarian and legislative aide.  Member: NeighborWorks Green Bay; Emerging Leaders Soc. of the Brown Co. United Way; Brown Co. Historical Soc.; Democratic Party of Brown County; AFSCME Local 1901B; Current Young Professionals Network; Wisconsin Literacy.\nElected to Assembly 2012; reelected 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1323,http://legis.wisconsin.gov/assembly/genrich
Evan,Goyke,,18,D,Milwaukee,"Room 303 West\nState Capitol\nP.O. Box 8952\nMadison, WI 53708","(608) 266-0645, (888) 534-0018",(608) 282-3618,,Rep.Goyke,"2734 W. State St.\nMilwaukee, WI 53208","Michael Ingalls;Michael.Ingalls2, Ryan Knocke",Committee on Agriculture\nCommittee on Constitution and Ethics\nCommittee on Criminal Justice and Public Safety\nCommittee on Judiciary\nCommittee on Public Benefit Reform\nCommittee on Veterans and Military Affairs\nLegislative Council Study Committee on Reducing Recidivism and Removing Impediments to Ex-Offender Employment,"Born Neenah, November 24, 1982; single.  Graduate Edgewood H.S. (Madison) 2001; B.A. political science St. John's U. (Minnesota) 2005; J.D. Marquette U. Law School 2009.  Attorney.  Former state public defender.  Member:  St. Michael's/St. Rose of Lima Catholic Church; American Federation of Teachers Local 4822; ACLU; NAACP; State Bar of Wisconsin; Milwaukee Young Lawyers Assn. (fmr. bd. mbr.); Historic Concordia Neighborhood Assn.; Eagle Scout, Boy Scouts of America; Progressive Community Health Center (bd. mbr).\nElected to Assembly 2012; reelected 2014.",http://docs.legis.wisconsin.gov/2015/legislators/assembly/1251,http://legis.wisconsin.gov/assembly/goyke
